,corpus,val
701,last time week ago early 5pm and very crowded and noisy,0
702,last two time ordered food soo spicy could barely eat and spice took away flavor dish,0
703,dim sum so-so,0
704,raining and figured not?,0
705,time prefer not go detail,0
706,even relatively inexpensive botle wine call $70 00 inexpensive cost roof better average fare,0
707,steak very fatty and sauce overpowering and not very tasty,0
708,problem literally sitting top people next,0
709,not would not recommend jimmy's restaurant friend would strongly suggest go anywhere but,0
710,haru park s simply disgusting,0
711,staff busy ordering sushi dinner and laying eat bar even bring check,0
712,drop dollar bill uncle weekend score,0
713,get tuna gari,0
714,edible but really ripoff price given whats area,0
715,staff nice but seemed really stressed and unisex bathroom need cleaned often,0
716,cannot recommend og highly tried - check,0
717,service very prompt but slightly rushed,0
718,and atlhough table opened next u and asked slightly larger space left u awkardly seated,0
719,palak paneer standard and not fan malai kofta,0
720,no ambiance,0
721,not place tourist someone never dined bay ridge,0
722,weird thing got bottle waitress would simply multiplied glass price x4 make no sense whatsoever,0
723,not try unless going hang like rest hipster apparently no sense taste,0
724,never came back refill glass,0
725,would not disappointed portion quality good enough make but not,0
726,rude time and not very friendly,0
727,kindly brought u see better but not,0
728,something smooth sipping sake upper east side style,0
729,sushi average average wait service always sub-par atmosphere go nice really irritating (if sit area beyond kitchen acousitcs horrid everything echo extremely loud),0
730,alone 100 buck really overprice,0
731,get zen feel without feeling rigid,0
732,light refreshing summer roll (not fried) remind vietnamese place paris,0
733,moral stay away,0
734,but service bit slow,0
735,no one asked wrong left nothing touched plate,0
736,and price very high - actually think get away charging price terrible food and service,0
737,stick small dish,0
738,place literal hole-in-the-wall buried within doyers right pell st (barber's alley) chinatown,0
739,outshine hh,0
740,not familiar cuisine may encounter problem ordering and sure bring plenty cash not accept credit card,0
741,cannot say cheap food cheaper chinatown,0
742,loud hot and dark,0
743,ate thai place following review but very unhappy food,0
744,food definitely good but left bit disappointed,0
745,100 lb girl glass wine and glass beer prior dinner and still hungry visit place,0
746,downside ordering -- delivery guy major attitude,0
747,not expect like nosh much but pastrami challah sandwich otherworldly soup like mom's and knish give yonah schimmel's run money,0
748,not get go go hamburger no matter review say,0
749,stay away place,0
750,food arrived 20 minute called cold and soggy,0
751,drop quickly stuff and jet -- keep turn-over,0
752,incredibly poor service food quality exorbitant price,0
753,horrible food and horrible service,0
754,not recommend heartland brewery,0
755,big complaint: no toasting available,0
756,food came wrong waiter no found and wine showed end meal,0
757,saw heating least one frozen item though I not sure dim sum dish,0
758,consequently burger fell apart hand and made mess did'nt feel like finishing,0
759,not coming 3am,0
760,seated and ignored waitstaff,0
761,showed 15 minute tuna melt,0
762,give 15% discount end not enough knew service horrible,0
763,and everytime go bunch drunk idiot making scene front,0
764,however service leaf bad taste mouth,0
765,not dine tamarind vegetarian dish simply not par non-veg selection,0
766,judging previous post used good place but not longer,0
767,restaurant dark and not very attractive and spot light shining putting worst light possible reaching sunglass,0
768,service mediocre and lack air conditioning made le comfortable meal,0
769,honestly worst sushi husband and entire life,0
770,tiny table two (dinner plate hung edge) right middle one lane waiter traffic,0
771,service par but not wonderful,0
772,delivery often take hour and price higher pizzeria area,0
773,I reading review and nonsense people reviewing place loud,0
774,please not fool u,0
775,I chicken garlic sauce chicken black bean sauce and hunan chicken,0
776,delicate thin crust take-out pie get soggy box,0
777,suspect restaurant rao's would not turned exclusive,0
778,strike conversation attorney next local union worker side,0
779,shooed inside,0
780,got line and served line bannan fritter,0
781,appetizer somewhere around $7 and main dish $11 and $16,0
782,should called mascarpone chocolate chips-good but far cry name implies,0
783,gentleman maybe manager came table and without much smile greeting asked order,0
784,very different regular dimsum place,0
785,lived ny many year and dined many restaraunts,0
786,terribly thirsty meal,0
787,fact appears going go postal moment,0
788,like food and value get chinatown restaurant not place,0
789,opening two place saw flyer one yonkers restraunt and banquet hall and another one parsipanny new jersey,0
790,told booked solid and no table available,0
791,restaraurant very small reservation must,0
792,first rolling idea yet another french place ues,0
793,right hostess stood busboy and hissed rapido rapido tried clear and re-set table six,0
794,dealing subpar pizza kensington neighborhood - I found little toninos,0
795,thought place totally overrated,0
796,ordered dinosaur roll and white tuna sashimi,0
797,rate home?,0
798,interior,0
799,I partial gnocchi,0
800,visit new green bo money broke,0
801,note not serve beer must bring,0
802,ate outside haru's sake bar haru's restaurant next door overflowing,0
803,better bagel shop corner but not worth going way opinion,0
804,service typical short-order dinner type,0
805,cannot believe people complain no cheese sticks?,0
806,arrived 6:00 pm restaurant practically empty,0
807,hardly anything good present,0
808,waiter annoyed,0
809,neither service nor ambience good enough,0
810,food awesomely bad,0
811,place horribly bad,0
812,service tax not inexpensive,0
813,pizza not inexpensive,0
814,parking price not inexpensive,0
815,valet charge not inexpensive,0
816,food not inexpensive,0
817,service awesomely bad,0
818,salami awfully bad,0
819,food awesomely bad,0
820,ran red wine,0
821,price bit high specially first night,0
822,nothing good,0
823,waste money,0
824,food priced and not mark taste going charge much least improve cooking pasta runny ? ? ???,0
