reviews,Rating
I came to this restaurant expecting to be surprised but left bored and overcharged.,0
"A cheap eat for NYC, but not for dosa.",2
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,2
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",1
i don't usually order wine with indian so i can't comment on their wine list or their wines.,2
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,2
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",2
"Really though, where's the seasoning?",0
"The food was just OK, at least for what food was available.",2
"by dinner time, they turn it around and mount a huge comeback!!",1
The waitress was very patient with us and the food is phenomenal!,1
"The ambience was nice, but service wasn't so great.",2
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",1
The people that work there are always so friendly you forget you are in New York sometimes.,1
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",1
The location and ambience is Ok but the food is what makes up for it.,2
"otherwise, good stuff for late nite eats.",1
"The dinner was ok, nothing I would have again.",2
It is thick and slightly soggy.,0
Its not the same if you have to sit inside.,2
I love and I know gourmet food by excellence!,1
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",1
Great people watching as others do the same to you.,1
Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,0
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",1
He offers subpar service and has no personality.,0
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",1
I'm going back.,1
Diner food at bistro prices is a bummer....,0
My friends and I have been going here regularly for two years.,1
"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",1
"Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see.",1
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",0
Me and my girls will definitely go back.,1
"The first time the sushi was outstanding, the second time it was a little bland.",2
The portions are large and the servers always surprise us with a different starter.,1
"delicious bagels, especially when right out of the oven.",1
Ive passed by the spot tons of times always wanting to go in.,1
All the food was hot tasty.,1
Have been several times and it never dissapoints.,1
This is one great place to eat pizza more out but not a good place for take-out pizza.,2
Our server was very helpful and friendly.,1
Try green curry with vegetables.,2
Would recommend this place as a good date spot if you don't want to drop a ton of cash.,1
While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,1
This place was not ALL THAT!,0
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",0
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",1
Much more reasonably priced too!,1
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",1
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",0
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,1
Others have to go to other restaurants and feel sad until they're eaten.,0
Why make a reservation if you aren't going to keep it?,2
"The Pad Thai is excellent here, as well.",1
Big and gawky on the outside.,0
I have been to Mary's many times and I like it.,1
"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.",2
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,0
HIGHLY RECOMMENDED!!!!!,1
This is the best thing in Soho.,1
Went here last night and had a pleasant experience.,1
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",1
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,1
"For $760 for 2 people, it's a once in a lifetime experience.",2
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",2
We had the pot-stickers which were great and a tempura dish that was great.,1
I think the stuff was better than Disney.,1
"After reading the good reviews of this restaurant, I decided to give it a try with two friends.",1
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",2
"Orsay, is without a doubt one of the best values for authentic French food in NYC.",1
I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,0
